Locus,Chrom,Position
chr03_11961079_12037991,chr3,56.94266144
chr03_12037991_12074020,chr3,57.19342973
chr03_12074020_12178745,chr3,57.27701577
chr03_12178745_12237496,chr3,57.36060224
chr03_12237496_12257370,chr3,57.52774668
chr03_12257370_12296064,chr3,57.69489416
chr03_12296064_12312459,chr3,57.77848251
chr03_12312459_12360508,chr3,57.8620704
chr03_12360508_12386502,chr3,58.11285102
chr03_12386502_12493605,chr3,58.19644082
chr03_12493605_12511466,chr3,58.2800307
chr03_12511466_12526441,chr3,58.36362057
chr03_12526441_12532900,chr3,58.44721045
chr03_12532900_12549070,chr3,58.53080034
chr03_12549070_12560798,chr3,58.61438868
chr03_12560798_12615230,chr3,58.78152072
chr03_12615230_12631307,chr3,59.70403775
chr03_12631307_12659052,chr3,59.78761954
chr03_12659052_12723547,chr3,60.03840517
chr03_12723547_12759414,chr3,60.20555302
chr03_12759414_12777294,chr3,60.70767523
chr03_12777294_12832724,chr3,60.79126105
chr03_12832724_12862401,chr3,61.12574481
chr03_12862401_12902624,chr3,61.29288756
chr03_12902624_12928300,chr3,61.46002317
chr03_12928300_12961672,chr3,62.13003373
chr03_12961672_12969319,chr3,62.38079137
chr03_12969319_12999693,chr3,62.63156321
chr03_12999693_13012096,chr3,62.71514798
chr03_13012096_13030836,chr3,63.21724379
chr03_13030836_13036208,chr3,63.71932197
chr03_13036208_13041619,chr3,63.97008797
chr03_13041619_13058115,chr3,64.13722867
chr03_13058115_13094578,chr3,64.22081196
chr03_13094578_13124653,chr3,64.72290159
chr03_13124653_13132119,chr3,65.1411456
chr03_13132119_13161830,chr3,65.22473197
chr03_13161830_13168874,chr3,65.39188203
chr03_13168874_13185415,chr3,65.47547417
chr03_13185415_13201317,chr3,65.8937613
chr03_13201317_13253367,chr3,66.22826516
chr03_13253367_13641369,chr3,66.31186181
chr03_13641369_13657378,chr3,66.39545931
chr03_13657378_13728136,chr3,66.47905486
chr03_13728136_13739222,chr3,66.56265081
chr03_13739222_13791597,chr3,66.72980963
chr03_13791597_13808466,chr3,66.9806092
chr03_13808466_13839642,chr3,67.1477708
chr03_13839642_13922609,chr3,67.39856966
chr03_13922609_13944226,chr3,67.48216517
chr03_13944226_13991016,chr3,67.56575987
chr03_13991016_14005232,chr3,67.90026754
chr03_14005232_14056017,chr3,68.06742512
chr03_14056017_14064291,chr3,68.15102107
chr03_14064291_14173866,chr3,68.23461663
chr03_14173866_14196714,chr3,68.3182122
chr03_14196714_14217030,chr3,68.40180815
chr03_14217030_14239215,chr3,68.56896729
chr03_14239215_14272671,chr3,68.65256555
chr03_14272671_14310681,chr3,68.81973083
chr03_14310681_14351387,chr3,68.90333259
chr03_14351387_14374889,chr3,68.98693391
chr03_14374889_14463212,chr3,69.07053719
chr03_14463212_14475175,chr3,69.15414242
chr03_14475175_14514562,chr3,69.23774963
chr03_14514562_14532338,chr3,69.32135684
chr03_14532338_14541183,chr3,69.40496208
chr03_14541183_14557018,chr3,69.48856536
chr03_14557018_14570206,chr3,69.5721667
chr03_14570206_14584836,chr3,69.6557661
chr03_14584836_14603743,chr3,69.90655463
chr03_14603743_14674099,chr3,70.40868661
chr03_14674099_14719188,chr3,70.49227719
chr03_14719188_14735777,chr3,70.57587085
chr03_14735777_14758410,chr3,70.65946141
chr03_14758410_14791885,chr3,71.16157595
chr03_14791885_14815942,chr3,72.33729288
chr03_14815942_14841732,chr3,72.42087463
chr03_14841732_14865557,chr3,72.58803222
chr03_14865557_14890843,chr3,72.92253308
chr03_14890843_14916564,chr3,73.25702673
chr03_14916564_14946731,chr3,73.34061641
chr03_14946731_14991229,chr3,73.84276604
chr03_14991229_14998508,chr3,73.92636287
chr03_14998508_15022542,chr3,74.09352478
chr03_15022542_15131354,chr3,74.34431917
chr03_15131354_15159598,chr3,74.42791383
chr03_15159598_15165524,chr3,74.76242034
chr03_15165524_15330259,chr3,74.84601504
chr03_15330259_15361314,chr3,74.92961055
chr03_15361314_15368144,chr3,75.18040938
chr03_15368144_15423490,chr3,75.34756775
chr03_15423490_15434622,chr3,75.93366269
chr03_15434622_15446765,chr3,76.10080734
chr03_15446765_15477302,chr3,76.43529427
chr03_15477302_15486394,chr3,76.85357351
chr03_15486394_15507768,chr3,76.93716917
chr03_15507768_15524975,chr3,77.02076387
chr03_15524975_15530863,chr3,77.3552655
chr03_15530863_15566519,chr3,77.52242041
chr03_15566519_15598978,chr3,77.68957731
chr03_15598978_15613388,chr3,77.85673421
chr03_15613388_15628128,chr3,78.02389072
chr03_15628128_15640567,chr3,78.10748478
chr03_15640567_15726694,chr3,78.19107689
chr03_15726694_15752895,chr3,78.35822997
chr03_15752895_15814310,chr3,78.44182404
chr03_15814310_15891673,chr3,78.52541579
chr03_15891673_15916582,chr3,78.60900756
chr03_15916582_15937478,chr3,78.69259927
chr03_15937478_15951734,chr3,78.94338051
chr03_15951734_15971434,chr3,79.11053057
chr03_15971434_15995979,chr3,79.27768711
chr03_15995979_16022319,chr3,79.36128308
chr03_16022319_16080168,chr3,79.44487863
chr03_16080168_16097803,chr3,79.52847531
chr03_16097803_16205859,chr3,79.86297104
chr03_16205859_16215235,chr3,80.3650942
chr03_16215235_16249901,chr3,80.53224273
chr03_16249901_16275912,chr3,80.69940231
chr03_16275912_16330222,chr3,80.7830006
chr03_16330222_16360562,chr3,80.95016011
chr03_16360562_16381988,chr3,81.11732312
chr03_16381988_16431200,chr3,81.28447918
chr03_16431200_16598991,chr3,82.03875846
chr03_16598991_16649270,chr3,82.28957347
chr03_16649270_16666514,chr3,82.54039391
chr03_16666514_16692351,chr3,82.62399916
chr03_16692351_16709518,chr3,82.70760287
chr03_16709518_16778729,chr3,82.87476144
chr03_16778729_16888255,chr3,83.46086861
chr03_16888255_16901089,chr3,83.62802454
chr03_16901089_16927227,chr3,83.79518449
chr03_16927227_16968164,chr3,83.96234098
chr03_16968164_17064549,chr3,84.04593412
chr03_17064549_17103792,chr3,84.38044063
chr03_17103792_17114068,chr3,84.46403728
chr03_17114068_17163815,chr3,84.54763476
chr03_17163815_17264839,chr3,84.63123226
chr03_17264839_17272489,chr3,84.71482781
chr03_17272489_17363340,chr3,84.79842336
chr03_17363340_17395821,chr3,84.88202084
chr03_17395821_17416130,chr3,84.96562025
chr03_17416130_17431916,chr3,85.049222
chr03_17431916_17451850,chr3,85.21639035
chr03_17451850_17460599,chr3,85.29999209
chr03_17460599_17615502,chr3,85.38359339
chr03_17615502_17689737,chr3,85.63440932
chr03_17689737_17791467,chr3,85.88523881
chr03_17791467_17844814,chr3,85.96885449
chr03_17844814_17854841,chr3,86.13604765
chr03_17854841_17865797,chr3,86.38689682
chr03_17865797_17959128,chr3,86.55408678
chr03_17959128_18129585,chr3,86.63770035
chr03_18129585_18163481,chr3,86.7213115
chr03_18163481_18442726,chr3,86.80492064
chr03_18442726_18467229,chr3,86.88852979
chr03_18467229_18481565,chr3,86.97214094
chr03_18481565_18545121,chr3,87.05575408
chr03_18545121_21029446,chr3,87.13936723
chr03_21029446_21067844,chr3,87.22297837
chr03_21067844_21105409,chr3,87.30658752
chr03_21105409_21204531,chr3,87.39019667
chr03_21204531_21227789,chr3,87.47380783
chr03_21227789_21254459,chr3,87.55741899
chr03_21254459_21287427,chr3,87.64102814
chr03_21287427_21341019,chr3,87.72463774
chr03_21341019_21425510,chr3,87.89181535
chr03_21425510_21435583,chr3,87.97542339
chr03_21435583_21517765,chr3,88.14260073
chr03_21517765_21613530,chr3,88.39343085
chr03_21613530_21646588,chr3,88.47704618
chr03_21646588_21941348,chr3,88.7278846
chr03_21941348_22022002,chr3,88.8114998
chr03_22022002_22079849,chr3,88.89511694
chr03_22079849_22151249,chr3,88.97873609
chr03_22151249_22279943,chr3,89.06235727
chr03_22279943_22291998,chr3,89.14598097
chr03_22291998_22327375,chr3,89.31318388
chr03_22327375_22332893,chr3,89.39680806
chr03_22332893_22363455,chr3,89.56400775
chr03_22363455_22375231,chr3,89.64762987
chr03_22375231_22397755,chr3,89.81482355
chr03_22397755_22416447,chr3,90.23319974
chr03_22416447_22458185,chr3,90.31681115
chr03_22458185_22470344,chr3,90.40042426
chr03_22470344_22481898,chr3,90.48403875
chr03_22481898_22513235,chr3,90.81859506
chr03_22513235_22539563,chr3,90.98577091
chr03_22539563_22554109,chr3,91.23659651
chr03_22554109_22574584,chr3,91.32020818
chr03_22574584_22627097,chr3,91.48738935
chr03_22627097_22663752,chr3,91.65457049
chr03_22663752_22732181,chr3,91.73818239
chr03_22732181_22753111,chr3,92.15654879
chr03_22753111_22824496,chr3,92.24016273
chr03_22824496_22986762,chr3,92.40734703
chr03_22986762_23000760,chr3,92.57452817
chr03_23000760_23026771,chr3,92.6581402
chr03_23026771_23117638,chr3,92.82532266
chr03_23117638_23187428,chr3,93.1598728
chr03_23187428_23379942,chr3,93.24348122
chr03_23379942_23404989,chr3,93.32709038
chr03_23404989_23447300,chr3,93.41069955
chr03_23447300_23453996,chr3,93.49430873
chr03_23453996_23484737,chr3,93.57791515
chr03_23484737_23512017,chr3,93.91245794
chr03_23512017_23517695,chr3,93.99606839
chr03_23517695_23580423,chr3,94.07967953
chr03_23580423_23612234,chr3,94.16329111
chr03_23612234_23644173,chr3,94.33047205
chr03_23644173_23671991,chr3,94.74882439
chr03_23671991_23697047,chr3,95.08336475
chr03_23697047_23731677,chr3,95.16696921
chr03_23731677_23759299,chr3,95.41778009
chr03_23759299_23797083,chr3,95.91997193
chr03_23797083_23831646,chr3,96.00357027
chr03_23831646_23879972,chr3,96.08717163
chr03_23879972_23892206,chr3,96.33797288
chr03_23892206_23904842,chr3,96.6724679
chr03_23904842_23935171,chr3,96.75605684
chr03_23935171_23992456,chr3,96.83964711
chr03_23992456_24061603,chr3,97.00678953
chr03_24061603_24124231,chr3,97.3412555
chr03_24124231_24206503,chr3,97.42483506
chr03_24206503_24239892,chr3,97.5084141
chr03_24239892_24270267,chr3,97.67554666
chr03_24270267_24282714,chr3,97.84268223
chr03_24282714_24300082,chr3,97.92626313
chr03_24300082_24374731,chr3,98.0098427
chr03_24374731_24380863,chr3,98.34429585
chr03_24380863_24406105,chr3,98.42786958
chr03_24406105_24411912,chr3,98.84607156
chr03_24411912_24432074,chr3,98.9296445
chr03_24432074_24444670,chr3,99.01321992
chr03_24444670_24463403,chr3,99.1803434
chr03_24463403_24522878,chr3,99.26391699
chr03_24522878_24544799,chr3,99.34749008
chr03_24544799_24564142,chr3,99.5982286
chr03_24564142_24620332,chr3,100.0163901
chr03_24620332_24654419,chr3,101.1916882
chr03_24654419_24669619,chr3,101.2752465
chr03_24669619_24676626,chr3,101.3588198
chr03_24676626_24688142,chr3,101.442392
chr03_24688142_24727104,chr3,101.776815
chr03_24727104_24742826,chr3,102.1112327
chr03_24742826_24796470,chr3,102.3619568
chr03_24796470_24804620,chr3,102.5290627
chr03_24804620_24845898,chr3,102.6961693
chr03_24845898_25032826,chr3,102.7797339
chr03_25032826_25048618,chr3,102.8632983
chr03_25048618_25092034,chr3,102.9468615
chr03_25092034_25103136,chr3,103.2812694
chr03_25103136_25138524,chr3,103.4483776
chr03_25138524_25157977,chr3,103.7828032
chr03_25157977_25185272,chr3,104.0335419
chr03_25185272_25196395,chr3,104.3679669
chr03_25196395_25224267,chr3,104.6186862
chr03_25224267_25309006,chr3,104.7022436
chr03_25309006_25474302,chr3,105.2881188
chr03_25474302_25506281,chr3,105.4552238
chr03_25506281_25567683,chr3,105.6223383
chr03_25567683_25593016,chr3,106.0405344
chr03_25593016_25660428,chr3,106.1241072
chr03_25660428_25742547,chr3,106.3748576
chr03_25742547_25834952,chr3,106.4584344
chr03_25834952_25859577,chr3,106.5420095
chr03_25859577_25914730,chr3,106.6255794
chr03_25914730_25927237,chr3,107.127604
chr03_25927237_26178017,chr3,107.3782846
chr03_26178017_26279815,chr3,109.401638
chr03_26279815_26316114,chr3,110.5767217
chr03_26316114_26464874,chr3,110.8268632
chr03_26464874_26553127,chr3,113.276792
chr03_26553127_26606316,chr3,113.4438199
chr03_26606316_26719355,chr3,113.6945049
chr03_26719355_26742175,chr3,114.1125837
chr03_26742175_26763176,chr3,114.6144721
chr03_26763176_26797146,chr3,114.6980172
chr03_26797146_26835771,chr3,114.781558
chr03_26835771_26855462,chr3,115.5352644
chr03_26855462_26892516,chr3,115.7023309
chr03_26892516_27067401,chr3,115.7858802
chr03_27067401_27147998,chr3,115.9529614
chr03_27147998_27211669,chr3,116.0365036
chr03_27211669_27242120,chr3,116.6223056
chr03_27242120_27254891,chr3,116.7058613
chr03_27254891_27261677,chr3,116.9565741
chr03_27261677_27332813,chr3,117.0401346
chr03_27332813_27341024,chr3,117.1236943
chr03_27341024_27358977,chr3,117.4580897
chr03_27358977_27417086,chr3,117.5416514
chr03_27417086_27433936,chr3,117.7087529
chr03_27433936_27443872,chr3,118.0431504
chr03_27443872_27464114,chr3,118.2102522
chr03_27464114_27477023,chr3,118.3773562
chr03_27477023_27496459,chr3,118.5444599
chr03_27496459_27548658,chr3,118.6280187
chr03_27548658_27621750,chr3,119.0461377
chr03_27621750_27638444,chr3,119.884075
chr03_27638444_27665846,chr3,120.0511622
chr03_27665846_27685653,chr3,120.2182605
chr03_27685653_27711947,chr3,120.3853552
chr03_27711947_27732471,chr3,120.636052
chr03_27732471_27802876,chr3,120.7196057
chr03_27802876_27875049,chr3,120.8031614
chr03_27875049_28097029,chr3,120.8867164
chr03_28097029_28247497,chr3,121.3048689
chr03_28247497_28295693,chr3,121.5555623
chr03_28295693_28359790,chr3,121.6391256
chr03_28359790_28376766,chr3,121.7226862
chr03_28376766_28404404,chr3,121.9733952
chr03_28404404_28464677,chr3,122.3915455
chr03_28464677_28510306,chr3,122.4751094
chr03_28510306_28523271,chr3,122.5586755
chr03_28523271_28535446,chr3,122.6422369
chr03_28535446_28589552,chr3,123.2281121
chr03_28589552_28633458,chr3,123.395211
chr03_28633458_28667419,chr3,123.4787777
chr03_28667419_28711560,chr3,123.6458897
chr03_28711560_28723127,chr3,123.7294561
chr03_28723127_28748732,chr3,123.813022
chr03_28748732_28771062,chr3,124.0637472
chr03_28771062_28827138,chr3,124.1473129
chr03_28827138_28851601,chr3,124.3980381
chr03_28851601_28876112,chr3,124.4816022
chr03_28876112_28896825,chr3,124.5651665
chr03_28896825_28962872,chr3,124.648733
chr03_28962872_28986958,chr3,124.8158449
chr03_28986958_29009497,chr3,124.8994134
chr03_29009497_29047709,chr3,125.0665254
chr03_29047709_29090552,chr3,125.1500903
chr03_29090552_29112467,chr3,125.3171918
chr03_29112467_29120773,chr3,125.6515939
chr03_29120773_29152025,chr3,125.7351596
chr03_29152025_29180645,chr3,126.0695768
chr03_29180645_29197803,chr3,126.4040009
chr03_29197803_29242410,chr3,126.5711154
chr03_29242410_29296731,chr3,127.157065
chr03_29296731_29302149,chr3,127.3241813
chr03_29302149_29331920,chr3,127.4077567
chr03_29331920_29375835,chr3,127.4913336
chr03_29375835_29407217,chr3,127.5749077
chr03_29407217_29419988,chr3,128.1608999
chr03_29419988_29442693,chr3,128.5791375
chr03_29442693_29462282,chr3,129.0812196
chr03_29462282_29475651,chr3,129.3319689
chr03_29475651_29481675,chr3,129.4155456
chr03_29481675_29516211,chr3,129.4991225
chr03_29516211_29545647,chr3,129.5827016
chr03_29545647_29569760,chr3,129.7498342
chr03_29569760_29577624,chr3,129.9169671
chr03_29577624_29585165,chr3,130.0841
chr03_29585165_29621318,chr3,130.2512279
chr03_29621318_29648708,chr3,130.585665
chr03_29648708_29681126,chr3,130.8364096
chr03_29681126_29809165,chr3,130.9199867
chr03_29809165_29860922,chr3,131.087106
chr03_29860922_29951788,chr3,131.6730645
chr03_29951788_29978922,chr3,131.7566387
chr03_29978922_30006541,chr3,131.8402128
chr03_30006541_30020142,chr3,132.4261686
chr03_30020142_30040838,chr3,132.5097393
chr03_30040838_30067133,chr3,132.6768602
chr03_30067133_30088866,chr3,132.8439814
chr03_30088866_30202891,chr3,133.0111055
chr03_30202891_30305338,chr3,133.1782267
chr03_30305338_30334993,chr3,133.3453447
chr03_30334993_30345752,chr3,133.4289165
chr03_30345752_30361735,chr3,133.5124876
chr03_30361735_30372995,chr3,133.9306761
chr03_30372995_30406275,chr3,134.0977868
chr03_30406275_30455067,chr3,134.3485175
chr03_30455067_30495222,chr3,134.7666726
chr03_30495222_30516808,chr3,135.6889058
chr03_30516808_30577954,chr3,135.7724683
chr03_30577954_30597867,chr3,136.1906946
chr03_30597867_30627669,chr3,136.441464
chr03_30627669_30694452,chr3,136.6086047
chr03_30694452_30724572,chr3,136.6921893
chr03_30724572_30737184,chr3,136.7757754
chr03_30737184_30771221,chr3,136.8593634
chr03_30771221_30779138,chr3,136.9429533
chr03_30779138_30841508,chr3,137.026545
chr03_30841508_30884248,chr3,137.1101368
chr03_30884248_30922097,chr3,137.193729
chr03_30922097_30982288,chr3,137.360879
chr03_30982288_31044587,chr3,137.4444696
chr03_31044587_31310156,chr3,137.6116151
chr03_31310156_31334918,chr3,137.9460999
chr03_31334918_31364884,chr3,138.1132446
chr03_31364884_31378032,chr3,138.6993275
chr03_31378032_31397438,chr3,138.9501191
chr03_31397438_31407990,chr3,139.1172809
chr03_31407990_31431878,chr3,139.2008807
chr03_31431878_31474359,chr3,139.4516885
chr03_31474359_31493874,chr3,139.6188539
chr03_31493874_31529658,chr3,139.7860165
chr03_31529658_31540881,chr3,139.8696143
chr03_31540881_31613091,chr3,139.953208
chr03_31613091_31673973,chr3,140.3715042
chr03_31673973_31713975,chr3,140.6223088
chr03_31713975_31731767,chr3,140.78948
chr03_31731767_31742752,chr3,140.8730876
chr03_31742752_31748388,chr3,140.9566972
chr03_31748388_31758680,chr3,141.1238779
chr03_31758680_31764961,chr3,141.2074895
chr03_31764961_31806786,chr3,141.2911026
chr03_31806786_31823139,chr3,141.3747179
chr03_31823139_31840267,chr3,141.6255616
chr03_31840267_31853652,chr3,141.7927553
chr03_31853652_31865373,chr3,141.959949
chr03_31865373_31895313,chr3,142.0435688
chr03_31895313_31903208,chr3,142.2944211
chr03_31903208_31914608,chr3,142.5452735
chr03_31914608_31920033,chr3,142.7961212
chr03_31920033_31930237,chr3,142.8797388
chr03_31930237_31961038,chr3,143.2981216
chr03_31961038_32034541,chr3,143.632694
chr03_32034541_32067112,chr3,143.7998897
chr03_32067112_32087310,chr3,143.9670867
chr03_32087310_32114505,chr3,144.0507042
chr03_32114505_32203350,chr3,144.1343214
chr03_32203350_32234274,chr3,144.2179385
chr03_32234274_32266590,chr3,144.3015536
chr03_32266590_32277675,chr3,144.3851688
chr03_32277675_32303866,chr3,144.4687843
chr03_32303866_32367211,chr3,144.6359745
chr03_32367211_32418278,chr3,144.7195926
chr03_32418278_32453733,chr3,144.8867825
chr03_32453733_32468730,chr3,145.1376264
chr03_32468730_32488239,chr3,145.3884683
chr03_32488239_32502648,chr3,145.7230433
chr03_32502648_32514050,chr3,145.9738945
chr03_32514050_32570181,chr3,146.2247522
chr03_32570181_32579015,chr3,146.3919549
chr03_32579015_32619294,chr3,146.4755786
chr03_32619294_32624329,chr3,146.5591999
chr03_32624329_32644090,chr3,146.8100528
chr03_32644090_32706466,chr3,146.977249
chr03_32706466_32748173,chr3,147.2280981
chr03_32748173_32791486,chr3,147.3952945
chr03_32791486_32798865,chr3,147.4789141
chr03_32798865_32824713,chr3,147.5625312
chr03_32824713_32850014,chr3,147.6461483
chr03_32850014_32860091,chr3,147.7297679
chr03_32860091_32901651,chr3,147.8969676
chr03_32901651_32913047,chr3,147.9805934
chr03_32913047_32948183,chr3,148.0642209
chr03_32948183_33002572,chr3,148.3150868
chr03_33002572_33023865,chr3,148.3987117
chr03_33023865_33046400,chr3,148.7332927
chr03_33046400_33125197,chr3,148.9004768
chr03_33125197_33149591,chr3,149.2350331
chr03_33149591_33178666,chr3,149.3186395
chr03_33178666_33277426,chr3,149.90478
chr03_33277426_33298116,chr3,150.2392915
chr03_33298116_33307094,chr3,150.3228905
chr03_33307094_33337493,chr3,150.4900531
chr03_33337493_33355087,chr3,150.6572192
chr03_33355087_33420844,chr3,150.8243813
chr03_33420844_33475595,chr3,151.4105011
chr03_33475595_33512495,chr3,151.6613015
chr03_33512495_33545086,chr3,151.8284731
chr03_33545086_33570742,chr3,151.9956512
chr03_33570742_33592382,chr3,152.0792608
chr03_33592382_33615347,chr3,152.1628699
chr03_33615347_33635615,chr3,152.2464795
chr03_33635615_33645675,chr3,152.4136569
chr03_33645675_33656121,chr3,152.6644826
chr03_33656121_33737478,chr3,152.9153063
chr03_33737478_33762058,chr3,153.2498504
chr03_33762058_33772934,chr3,153.5006748
chr03_33772934_33782358,chr3,153.6678522
chr03_33782358_33791103,chr3,153.7514598
chr03_33791103_33799924,chr3,153.835067
chr03_33799924_33834514,chr3,154.0858881
chr03_33834514_33877920,chr3,154.2530686
chr03_33877920_33892068,chr3,154.3366822
chr03_33892068_33995362,chr3,154.4202974
chr03_33995362_34095105,chr3,154.6711359
chr03_34095105_34125539,chr3,154.7547492
chr03_34125539_34162242,chr3,155.0055785
chr03_34162242_34171245,chr3,155.0891897
chr03_34171245_34225869,chr3,155.1728001
chr03_34225869_34254948,chr3,155.5073503
chr03_34254948_34288879,chr3,155.6745281
chr03_34288879_34301277,chr3,156.0090844
chr03_34301277_34361252,chr3,156.0926973
chr03_34361252_34383115,chr3,156.259878
chr03_34383115_34392357,chr3,156.3434876
chr03_34392357_34436902,chr3,156.4270968
chr03_34436902_34483672,chr3,156.5107064
chr03_34483672_34513833,chr3,156.6778787
chr03_34513833_34527575,chr3,157.3480971
chr03_34527575_34553579,chr3,157.5989264
chr03_34553579_34582199,chr3,157.6825416
chr03_34582199_34599584,chr3,157.7661572
chr03_34599584_34662659,chr3,157.9333339
chr03_34662659_34677479,chr3,158.6876283
chr03_34677479_34698964,chr3,158.7712291
chr03_34698964_34711716,chr3,158.9384068
chr03_34711716_34731922,chr3,159.0220144
chr03_34731922_34738681,chr3,159.1056216
chr03_34738681_34766420,chr3,159.1892312
chr03_34766420_34776383,chr3,159.3564089
chr03_34776383_34790009,chr3,159.774777
chr03_34790009_34855615,chr3,159.8583951
chr03_34855615_34868794,chr3,160.0255916
chr03_34868794_34875180,chr3,160.1092126
chr03_34875180_34887493,chr3,160.4437923
chr03_34887493_34910144,chr3,160.5274129
chr03_34910144_34920986,chr3,160.6110361
chr03_34920986_34926926,chr3,160.6946614
chr03_34926926_34953397,chr3,160.7782887
chr03_34953397_35043136,chr3,160.861916
chr03_35043136_35062335,chr3,160.9455427
chr03_35062335_35089470,chr3,161.2801488
chr03_35089470_35111160,chr3,161.4473536
chr03_35111160_35122114,chr3,161.5309793
chr03_35122114_35148189,chr3,161.6146008
chr03_35148189_35170647,chr3,162.2008387
chr03_35170647_35193262,chr3,162.2844502
chr03_35193262_35202074,chr3,162.7028088
chr03_35202074_35233790,chr3,163.0373503
chr03_35233790_35257736,chr3,163.2045238
chr03_35257736_35282101,chr3,163.3716991
chr03_35282101_35306820,chr3,163.5388739
chr03_35306820_35362210,chr3,163.789686
chr03_35362210_35402098,chr3,163.8732854
chr03_35402098_35416255,chr3,163.9568829
chr03_35416255_35503657,chr3,164.2076773
chr03_35503657_35526599,chr3,164.3748327
chr03_35526599_35589334,chr3,164.6256271
chr03_35589334_35653704,chr3,164.8764221
chr03_35653704_35761593,chr3,165.2947263
chr03_35761593_35802629,chr3,165.3783238
chr03_35802629_35820376,chr3,165.4619202
chr03_35820376_35884810,chr3,165.964082
chr03_35884810_35904561,chr3,166.6342028
chr03_35904561_35917890,chr3,166.7177971
chr03_35917890_35951399,chr3,166.8849577
chr03_35951399_35966889,chr3,167.2194713
chr03_35966889_35995497,chr3,167.3030691
chr03_35995497_36042093,chr3,167.6375876
chr03_36042093_36056307,chr3,167.7211886
chr03_36056307_36074713,chr3,167.8883567
chr03_36074713_36413819,chr3,167.9710653
chr04_0_298363,chr4,0
chr04_298363_328983,chr4,0.082647756
chr04_328983_345747,chr4,0.166220879
chr04_345747_371262,chr4,0.249795991
chr04_371262_405126,chr4,0.333370033
chr04_405126_435007,chr4,0.667798178
chr04_435007_440221,chr4,1.253743929
chr04_440221_463170,chr4,1.337316193
chr04_463170_476634,chr4,1.420894774
chr04_476634_502438,chr4,1.671654416
chr04_502438_514004,chr4,1.838792163
chr04_514004_548609,chr4,1.922376788
chr04_548609_597888,chr4,2.005961035
chr04_597888_646249,chr4,2.089537156
chr04_646249_865033,chr4,3.011906009
chr04_865033_922441,chr4,3.095466056
chr04_922441_939755,chr4,3.681400715
chr04_939755_958878,chr4,3.84851407
chr04_958878_991114,chr4,3.932086114
chr04_991114_1005637,chr4,4.434139921
chr04_1005637_1043176,chr4,4.601264074
chr04_1043176_1072069,chr4,4.684840249
chr04_1072069_1115667,chr4,5.019288678
chr04_1115667_1138758,chr4,5.186413631
chr04_1138758_1157848,chr4,5.35353267
chr04_1157848_1205405,chr4,5.687958865
chr04_1205405_1230839,chr4,5.855075019
chr04_1230839_1250428,chr4,6.022193007
chr04_1250428_1360518,chr4,6.105764584
chr04_1360518_1410899,chr4,6.356506388
chr04_1410899_1723036,chr4,6.607219555
chr04_1723036_1740110,chr4,8.036356817
chr04_1740110_1761320,chr4,8.538382984
chr04_1761320_1812726,chr4,8.621962031
chr04_1812726_1886242,chr4,8.872725316
chr04_1886242_1961102,chr4,8.956307584
chr04_1961102_2030051,chr4,9.039891851
chr04_2030051_2051191,chr4,9.123477976
chr04_2051191_2471987,chr4,9.207058829
chr04_2471987_2482861,chr4,9.961160145
chr04_2482861_2505278,chr4,10.21191679
chr04_2505278_2515092,chr4,10.79795847
chr04_2515092_2521920,chr4,11.30008525
chr04_2521920_2683026,chr4,11.46723995
chr04_2683026_3297608,chr4,11.63440256
chr04_3297608_3432682,chr4,11.71800237
chr04_3432682_3563686,chr4,11.80159881
chr04_3563686_3709000,chr4,12.30374076
chr04_3709000_4391861,chr4,12.47089755
chr04_4391861_4403318,chr4,12.63804092
chr04_4403318_4438825,chr4,12.80520616
chr04_4438825_4497213,chr4,12.97235799
chr04_4497213_4520054,chr4,13.30685364
chr04_4520054_4526589,chr4,13.39044643
chr04_4526589_4653340,chr4,13.47404002
chr04_4653340_4688012,chr4,13.72483377
chr04_4688012_4702008,chr4,13.8084297
chr04_4702008_4707008,chr4,13.97558545
chr04_4707008_4759661,chr4,14.2263799
chr04_4759661_4774917,chr4,14.30997583
chr04_4774917_4925808,chr4,14.47713232
chr04_4925808_5258658,chr4,14.64428391
chr04_5258658_5292661,chr4,15.14643811
chr04_5292661_5324048,chr4,15.39723184
chr04_5324048_5330519,chr4,15.56439105
chr04_5330519_5359933,chr4,15.73155032
chr04_5359933_5420294,chr4,15.98234106
chr04_5420294_5438731,chr4,16.14948767
chr04_5438731_5481889,chr4,16.65162671
chr04_5481889_5490784,chr4,16.73522026
chr04_5490784_5528564,chr4,16.81881583
chr04_5528564_5608001,chr4,16.90241138
chr04_5608001_5637706,chr4,16.98600886
chr04_5637706_5696044,chr4,17.06960828
chr04_5696044_5721391,chr4,17.15320812
chr04_5721391_5737675,chr4,17.32036234
chr04_5737675_5777249,chr4,17.82252415
chr04_5777249_5787355,chr4,17.9061245
chr04_5787355_5813805,chr4,17.98973015
chr04_5813805_5831829,chr4,18.15690633
chr04_5831829_5840162,chr4,18.49145037
chr04_5840162_5861413,chr4,18.57505721
chr04_5861413_5875286,chr4,18.74223498
chr04_5875286_5904900,chr4,19.16060197
chr04_5904900_5956521,chr4,19.57894959
chr04_5956521_5973039,chr4,19.7461269
chr04_5973039_6002966,chr4,20.16449507
chr04_6002966_6024746,chr4,20.24811071
chr04_6024746_6102770,chr4,20.49894341
chr04_6102770_6580328,chr4,20.83348074
chr04_6580328_6600880,chr4,20.91708321
